id,name,size,proof,abv,spirit_type,brand_id,popularity,image_url,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
211,Tomatin Cu Bocan Highland Single Malt,750,60.35,0.5,Scotch,,12.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8ZtTbxVYgy0YAZ,65.18,67.59,12.0,,0.0,,,SpiritBottle
212,Giant 95,750,51.99,47.5,Bourbon,,69.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/8a61cc29-346b-4c95-97fb-e5ef49fb06c3,55.56,57.19,69.0,,0.0,,,SpiritBottle
213,Highland Park Valknut,750,80.74,46.8,Scotch,,15.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec80ODxeY9bm19tv,84.88,88.03,15.0,,0.0,,,SpiritBottle
214,Hazard's Distillery Blackberry Moonshine,750,19.99,20.0,Whiskey,,1.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/07827d20-cc54-4d31-ae5e-a2d08fdd7146,21.59,22.39,1.0,,0.0,,,SpiritBottle
215,Knob Creek Rye Twice Barreled,750,47.98,50.0,Rye,,371.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec81F8eOiyPectOa,89.81,52.42,371.0,,0.0,,,SpiritBottle
216,Hudson Baby Bourbon,375,27.99,46.0,Bourbon,,24.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec82wF2uB31cD2pl,32.04,31.35,24.0,,0.0,,,SpiritBottle
217,Kessler,750,9.18,40.0,Whiskey,,22.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec82C1Illt56GAXt,10.98,10.13,22.0,,0.0,,,SpiritBottle
218,Longmorn Single Malt Scotch 16 Year,750,109.99,48.0,Scotch,,9.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/1e9facaf-e277-45d6-9194-bdcccfe629f6,118.79,123.19,9.0,,0.0,,,SpiritBottle
219,Piehole Cherry Pie,750,14.96,35.0,Whiskey,,4.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec83DuT6AzsTVfLh,16.01,16.61,4.0,,0.0,,,SpiritBottle
220,Noah's Mill,750,59.99,57.15,Bourbon,,3216.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec850EjFSGBieSX3,62.975,71.93,3216.0,,0.0,,,SpiritBottle
221,Woodford Reserve Rye,375,18.29,45.2,Rye,,70.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8682dcrzdfq9pM,21.69,20.01,70.0,,0.0,,,SpiritBottle
222,Tommyrotter American Whiskey,750,42.49,46.0,Whiskey,,12.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/a79801f8-5e9b-4dfd-967a-56a1b66c88f0,45.89,47.59,12.0,,0.0,,,SpiritBottle
223,Egan's Legacy Reserve Irish 15 Year,750,199.99,46.0,Irish Whiskey,,2.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec87L07PeF7KSJYX,211.99,219.99,2.0,,0.0,,,SpiritBottle
229,Knappogue Castle 14 Year,750,53.57,46.0,Irish Whiskey,,32.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8bzD5NTb2onkWy,61.33,60.0,32.0,,0.0,,,SpiritBottle
230,Colonel E.H. Taylor Seasoned Wood,750,69.99,50.0,Bourbon,,684.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8eTz2dxRHXRDBz,790.885,2953.57,684.0,,0.0,,2025-05-19 09:38:05,SpiritBottle
234,Bushmills Black Bush,750,32.33,40.0,Irish Whiskey,,198.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8grxRPuzRxP0Pc,43.54,35.15,198.0,,0.0,,,SpiritBottle
235,Johnnie Walker Blue Year Of Rat,750,235.73,46.0,Scotch,,11.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8iNoKDYd0TVCAr,247.65,256.82,11.0,,0.0,,,SpiritBottle
236,Jameson Caskmates Stout,1000,38.49,40.0,Irish Whiskey,,18.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8i0MWzHIKB8P4I,41.57,43.11,18.0,,0.0,,,SpiritBottle
239,Glen Garioch Single Malt Scotch 21 Year,750,99.99,55.0,Scotch,,0.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8kU60oTkG82ZWN,107.99,111.99,0.0,,0.0,,,SpiritBottle
243,Philadelphia Blended Whiskey Kentucky,750,8.99,40.0,Whiskey,,6.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/51d70a87-e92c-4e59-8c4a-b623671a59c9,9.71,10.07,6.0,,0.0,,,SpiritBottle
246,Stillhouse Apple Crisp Whiskey,750,21.37,34.5,Whiskey,,42.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9OCMfxA9y4Oydg,23.98,23.46,42.0,,0.0,,,SpiritBottle
247,Buchanan's Master Scotch,750,43.83,40.0,Scotch,,36.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/e74ae82a-1cd4-43bf-a26f-84d0155bbb46,49.57,48.49,36.0,,0.0,,,SpiritBottle
252,The Irishman Founder's Reserve,750,29.06,40.0,Irish Whiskey,,39.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9RjLjBd1whuUah,32.66,31.95,39.0,,0.0,,,SpiritBottle
253,Crown Royal Bourbon Mash,375,14.99,40.0,Canadian Whisky,,11.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9R38So3Vuk0MBm,16.19,16.79,11.0,,0.0,,,SpiritBottle
255,Balcones Texas Single Malt Classic,750,68.08,53.0,Whiskey,,234.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9TsExqZE0HJxCm,85.16,74.15,234.0,,0.0,,,SpiritBottle
258,Tyrconnell,750,40.56,43.0,Irish Whiskey,,77.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9mkCbZTyR0OaCu,50.93,44.35,77.0,,0.0,,,SpiritBottle
261,Old Hickory Hermitage Reserve,750,59.98,48.0,Whiskey,,38.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9nzszna1rlfzPH,64.18,66.58,38.0,,0.0,,,SpiritBottle
263,Old Forester 1920 Prohibition Style,750,59.33,57.5,Bourbon,,150035.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9rWFMe841rV5IM,59.745,60.99,150035.0,,0.0,,,SpiritBottle
265,Jack Daniel's Tennessee Rye,750,25.28,45.0,Rye,,168.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9sCMs7yKIYB6gF,32.09,27.94,168.0,,0.0,,,SpiritBottle
266,Jefferson's Ocean Wheated Bourbon,750,87.23,45.0,Bourbon,,205.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9uavnLG1368KV6,105.57,97.43,205.0,,0.0,,,SpiritBottle
267,Game Of Thrones House Tully Singleton Of Glendullan,750,33.16,40.0,Scotch,,134.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9uD0NMCmBilOlZ,37.62,36.8,134.0,,0.0,,,SpiritBottle
269,Old Fitzgerald 13 Year,750,132.48,50.0,Bourbon,,1184.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9v6rEPcYnC8OqG,261.358,647.99,1184.0,,0.0,,2025-05-03 09:59:24,SpiritBottle
270,Ole Smoky Moonshine Peaches,750,21.83,32.5,Whiskey,,6.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9vpB0GOtk3PWR9,21.83,22.64,6.0,,0.0,,,SpiritBottle
273,Dolce Nero Espresso,750,25.99,20.0,Whiskey,,0.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9w2C3xVlenJq19,27.55,28.07,0.0,,0.0,,,SpiritBottle
274,Bird Dog Apple - Plastic,50,1.2,40.0,Whiskey,,2.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9wA1Au2pHWBYIX,1.26,1.31,2.0,,0.0,,,SpiritBottle
276,Yamazaki 18 Year,750,549.99,43.0,Single Malt Japanese Whisky,,602.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9xgZaJVXLHYJRg,631.92,877.71,602.0,,0.0,,,SpiritBottle
277,Rich & Rare Reserve,750,11.01,40.0,Canadian Whisky,,38.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9x4l9TRTw1wgdZ,11.73,11.48,38.0,,0.0,,,SpiritBottle
278,Koval Single Barrel Bourbon,750,65.7,55.0,Bourbon,,141.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9yMZktKjbFWwsb,79.72,73.57,141.0,,0.0,,,SpiritBottle
280,Fireball Party Cooler,50,15.0,33.0,Whiskey,,2.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9zqOXQ18u5Qa5T,16.2,16.8,2.0,,0.0,,,SpiritBottle
281,Jefferson's Ocean Aged At Sea Voyage 17,750,50.24,45.0,Bourbon,,1359.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9zFr5K4Taifh3R,64.63,56.27,1359.0,,0.0,,,SpiritBottle
282,Johnnie Walker Double Black,50,3.99,40.0,Scotch,,10.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9A9JNEP7S2f3F3,4.31,4.47,10.0,,0.0,,,SpiritBottle
283,Revel Stoke Smoked Vanilla,750,13.25,35.0,Whiskey,,5.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/d9447be6-acda-41bd-a639-677a22586888,14.31,14.84,5.0,,0.0,,,SpiritBottle
284,Clyde May's Straight Bourbon,750,37.26,46.0,Bourbon,,639.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9C6RaXtgii0dl7,49.78,40.67,639.0,,0.0,,,SpiritBottle
285,Prichard's Double Chocolate Bourbon,750,64.99,45.0,Bourbon,,81.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/be78feb0-d8ba-4dbe-b467-bbf04eca1897,74.4,72.79,81.0,,0.0,,,SpiritBottle
286,Buffalo Trace Kosher Wheat 7 Year,750,39.99,47.0,Bourbon,,2092.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9DcfxtrwJNKsqq,50.985,83.97,2092.0,,0.0,,2025-04-23 10:57:18,SpiritBottle
289,Jim Beam Peach,1750,34.37,32.5,Bourbon,,7.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9Ecg8Rx6iDIrTI,36.04,37.38,7.0,,0.0,,,SpiritBottle
290,Dr. Stoner's Smoky Herb,750,28.98,42.0,Whiskey,,28.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/d45621c2-3fb4-411a-a4f4-cf24e501ea55,30.21,31.33,28.0,,0.0,,,SpiritBottle
291,Hawkeye Blended Whiskey,750,5.25,40.0,Whiskey,,1.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/d6cb2ff7-1228-476c-8a30-08db29595a59,5.67,5.88,1.0,,0.0,,,SpiritBottle
293,Jim Beam Black Extra Aged,750,23.27,43.0,Bourbon,,528.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9FcGksKBrp7yor,36.42,25.86,528.0,,0.0,,,SpiritBottle
295,Breaking & Entering,750,37.5,43.0,Whiskey,,21.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9F9oEH5Ax2RcQR,40.5,42.0,21.0,,0.0,,,SpiritBottle
296,Fireball Cinnamon Whisky 6 Pack,50,5.99,33.0,Canadian Whisky,,4.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9GU7iGPFqG9ggO,6.47,6.71,4.0,,0.0,,,SpiritBottle
297,Old Elk Blended Straight Bourbon,750,51.99,44.0,Bourbon,,1502.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9GDGtcvE3YM7i0,51.49,49.99,1502.0,,0.0,,2025-04-30 10:15:08,SpiritBottle
299,Stillhouse Original Moonshine,750,21.97,40.0,Whiskey,,14.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9IX1VIVnOjMLCd,24.54,24.01,14.0,,0.0,,,SpiritBottle
300,Seagram's 7 Crown American Spiced Whiskey,750,12.49,35.5,Whiskey,,5.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9JcGQMZoGe1mhi,13.49,13.99,5.0,,0.0,,,SpiritBottle
301,New Riff Rye,750,46.99,50.0,Rye,,489.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9J4zx52cHick2U,59.39,53.27,489.0,,0.0,,,SpiritBottle
303,Old Forester,200,1.79,43.0,Bourbon,,26.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9KzaatoHE8LozF,2.05,2.0,26.0,,0.0,,,SpiritBottle
305,Cooper's Mark Bourbon Whiskey,750,24.95,45.5,Bourbon,,45.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/e679b24b-4709-4491-8789-830b838d7b8c,26.95,27.94,45.0,,0.0,,,SpiritBottle
306,Wemyss Malts The Hive 12 Year,750,59.99,40.0,Scotch,,5.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/79b88e94-fc67-43dd-80a6-560ef1b7d149,64.79,67.19,5.0,,0.0,,,SpiritBottle
308,Bowmore 25 Year,750,492.47,43.0,Scotch,,4.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9ZQvOHCbpkHB0C,531.87,551.57,4.0,,0.0,,,SpiritBottle
309,Caol lla 15 Year Single Malt Scotch,750,160.95,60.0,Scotch,,4.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/0748fc31-16c6-42c6-9770-fcdd18a02554,173.83,180.26,4.0,,0.0,,,SpiritBottle
311,Orphan Barrel Gifted Horse,750,51.99,0.5,Bourbon,,79.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/14b594c6-dca3-43cd-bd75-f378cbe9200d,56.15,349.99,79.0,,0.0,,,SpiritBottle
312,Wild Turkey American Honey,1000,25.99,35.5,Bourbon,,20.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/02cd57be-6cc5-4923-a1a9-0fa2dd5ea226,28.07,29.11,20.0,,0.0,,,SpiritBottle
313,Rich & Rare - Plastic,750,7.23,40.0,Canadian Whisky,,0.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec91fUV3srjY6oHK,7.61,7.89,0.0,,0.0,,,SpiritBottle
314,Pike Creek 10 Year,750,28.64,42.0,Whiskey,,58.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec91whRXEItrVEqM,32.79,32.08,58.0,,0.0,,,SpiritBottle
318,Savage & Cooke Bad Sweater Spiced Whiskey,750,32.5,40.0,Whiskey,,46.0,https://storage.googleapis.com/user_bottles_prod/badsweater.webp,36.52,35.43,46.0,,0.0,,,SpiritBottle
323,The Clover Straight Bourbon,750,51.2,46.0,Bourbon,,60.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/92a32e3c-9e3f-47ac-bb78-869323c276e7,59.1,55.94,60.0,,0.0,,,SpiritBottle
324,Bruichladdich Port Charlotte Scottish,750,64.99,50.0,Scotch,,23.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9eZRF2ew7y3FZf,70.19,72.79,23.0,,0.0,,,SpiritBottle
325,Dalwhinnie 15 Year,750,77.53,43.0,Scotch,,249.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9e1JfH1aQeDRuz,89.88,84.91,249.0,,0.0,,,SpiritBottle
326,Devil's Devil Sinnamon,750,13.96,33.0,Whiskey,,5.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9fqC9QHLZrqBKW,14.8,15.22,5.0,,0.0,,,SpiritBottle
327,Kings County Bourbon 2 Year,375,39.99,45.0,Bourbon,,45.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9fA6Q9113HFUMS,43.19,44.79,45.0,,0.0,,,SpiritBottle
329,Yellowstone Limited Edition 2019,750,104.99,50.5,Bourbon,,103.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9hslPEzFKBNdNU,158.05,209.99,103.0,,0.0,,,SpiritBottle
330,Traverse City Whiskey Co. Cherry,200,9.99,35.0,Bourbon,,16.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9iA834KwUSbmT1,10.49,10.89,16.0,,0.0,,,SpiritBottle
331,Bowmore 26 Year Vintner's,750,549.99,43.0,Scotch,,6.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9jLuNtaDBUS6iD,629.63,615.99,6.0,,0.0,,,SpiritBottle
332,Glendalough Pot Still Irish,750,54.99,43.0,Irish Whiskey,,27.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/6f959602-eaeb-4b53-a093-c2fc1bb02bd7,58.84,61.04,27.0,,0.0,,,SpiritBottle
333,Macallan Exceptional Single Cask 5326,750,1199.99,52.5,Scotch,,0.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/8c562846-b317-472e-9c9b-0f493958536b,1283.99,1319.99,0.0,,0.0,,,SpiritBottle
336,Crown Royal Cornerstone Canadian Whisky,750,61.99,40.0,Canadian Whisky,,49.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaMsbioUn7HSZ7v,66.95,69.43,49.0,,0.0,,,SpiritBottle
339,Glengoyne 12 Year,750,53.63,43.0,Scotch,,62.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaO4QUn9ds6Zrda,61.4,57.9,62.0,,0.0,,,SpiritBottle
340,Ryskey Rye Whiskey,750,59.13,60.0,Rye,,13.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/c39bbccd-05c0-46f9-a670-fd12e99be43d,62.68,65.04,13.0,,0.0,,,SpiritBottle
342,Town Branch Bourbon,750,41.0,45.0,Bourbon,,362.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaP6H79NbicqwfI,54.91,44.59,362.0,,0.0,,,SpiritBottle
343,Hudson Four Grain Bourbon,750,51.86,46.0,Bourbon,,11.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaPsdfMZIFQeyYg,53.71,55.7,11.0,,0.0,,,SpiritBottle
344,Doc Swinson's Straight Bourbon Sherry Cask Finish,750,55.7,45.0,Bourbon,,173.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaQf7Pe7roNJxZ2,78.65,62.38,173.0,,0.0,,,SpiritBottle
345,Rebel Yell 10 Year Single Barrel,750,69.11,50.0,Bourbon,,629.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaQ5tFhl0FGAIbW,122.04,76.03,629.0,,0.0,,,SpiritBottle
348,Bunnahabhain Stiuireadair,750,41.97,46.0,Scotch,,44.0,https://d1w35me0y6a2bb.cloudfront.net/newproducts/dffd7a3a-8fbd-4ac8-b705-a671b1b2448e,49.99,45.75,44.0,,0.0,,,SpiritBottle
